stimulus_id,eval_artwork_no,block_id,artwork_id,artist_ko,title_ko,condition,condition_name_internal,blind_label_for_participant,presentation_order,script_text,script_length_chars,estimated_duration_sec,audio_file_suggested
S07_caption,EW_07,B,DAVI_001,레오나르도 다 빈치,모나리자,caption,일반 캡션형,설명 1,1,"지금부터 레오나르도 다 빈치의 1503년경 작품, '모나리자'에 대한 설명을 듣겠습니다. 화면에는 중앙 인물, 부드러운 명암, 스푸마토 배경, 겹친 손이 주요하게 배치되어 있습니다. 화면 중앙에는 한 여인의 상반신이 크게 배치되어 있습니다. 얼굴은 위쪽 중앙에 있고, 양손은 아래쪽 중앙에서 겹쳐 있으며, 배경에는 낮은 선과 굽은 형태가 좌우로 반복됩니다. 어깨와 가슴 부분은 어두운 옷으로 차분하게 묶이고, 얼굴의 윤곽은 부드럽게 풀어져 배경과 자연스럽게 이어집니다. 배경의 풍경은 인물 양옆에서 비대칭적으로 펼쳐지며, 멀리 굽은 길과 다리, 봉우리가 작게 보입니다. 인물의 얼굴은 위쪽 중앙에, 손은 아래쪽 중앙에 놓입니다. 몸의 윤곽은 삼각형에 가까운 안정된 덩어리를 이룹니다.",382,68.8,DAVI_001_caption.mp3
S07_docent,EW_07,B,DAVI_001,레오나르도 다 빈치,모나리자,docent,일반 도슨트형,설명 2,2,"지금부터 레오나르도 다 빈치의 1503년경 작품, '모나리자'에 대한 설명을 듣겠습니다. 이 작품은 르네상스 초상화의 대표작으로, 인물의 표정과 손, 배경 풍경이 매우 절제된 방식으로 결합되어 있습니다. 다 빈치는 윤곽선을 강하게 긋기보다 부드러운 명암으로 얼굴과 손의 입체감을 만들었습니다. 관람자는 미소의 의미를 단정하기보다, 인물의 고요한 자세와 배경의 깊이가 만들어내는 신비로운 분위기를 함께 보게 됩니다. 모델은 피렌체 상인의 부인 리자 게라르디니로 추정되며, 다 빈치 자신이 평생 곁에 두고 다듬은 것으로 전해집니다. 현재 파리 루브르 박물관에 소장되어 있습니다. 부드러운 명암과 먼 배경은 인물의 신비로운 표정과 함께 르네상스 초상화의 깊이 있는 심리성을 보여줍니다.",380,68.5,DAVI_001_docent.mp3
S07_sensedocent,EW_07,B,DAVI_001,레오나르도 다 빈치,모나리자,sensedocent,SenseDocent 감각 전환형,설명 3,3,"지금부터 레오나르도 다 빈치의 1503년경 작품, '모나리자'에 대한 설명을 듣겠습니다. 화면 중앙에는 한 여인의 상반신이 크게 배치되어 있습니다. 얼굴은 위쪽 중앙에 있고, 양손은 아래쪽 중앙에서 겹쳐 있으며, 배경에는 낮은 선과 굽은 형태가 좌우로 반복됩니다. 윤곽이 부드럽게 사라지는 얼굴과 손은 실제 살결처럼 은은한 체온과 밀도를 줍니다. 뒤쪽의 흐릿한 배경은 차갑고 깊은 공기를 만들며, 앞의 인물은 조용하지만 무겁게 손에 잡힐 듯한 실재감을 가집니다. 중앙 인물은 조용한 체온과 손에 잡힐 듯한 실재감을 떠올리게 하고, 부드러운 명암은 깊고 정적인 공기의 두께와 무게를 남깁니다. 부드러운 명암은 숨을 낮춘 방 안의 정적처럼, 얼굴과 손에 조용한 체온을 남깁니다.",377,67.9,DAVI_001_sensedocent.mp3
S08_docent,EW_08,C,DAVI_002,레오나르도 다 빈치,최후의 만찬,docent,일반 도슨트형,설명 1,1,"지금부터 레오나르도 다 빈치의 1495년경 작품, '최후의 만찬'에 대한 설명을 듣겠습니다. 이 작품은 예수가 제자들에게 배신을 예고하는 순간을 한 장면에 압축한 벽화입니다. 다 빈치는 중앙의 예수를 중심축으로 두고, 양옆의 제자들을 무리 지어 배치해 각기 다른 반응을 보여줍니다. 르네상스 원근법과 인물의 몸짓이 결합되면서, 종교적 사건이 질서 있는 공간 안에서 극적인 장면으로 구성됩니다. 이 작품은 밀라노 산타 마리아 델레 그라치에 수도원 식당 벽에 그려졌으며, 다 빈치가 전통적인 프레스코 대신 유화와 템페라를 혼합한 실험적 기법을 사용한 탓에 일찍부터 보존 문제가 발생한 것으로도 잘 알려져 있습니다. 정확한 원근과 인물들의 제스처는 성서의 한 장면을 극적인 집단 심리의 순간으로 구성합니다.",392,70.6,DAVI_002_docent.mp3
S08_sensedocent,EW_08,C,DAVI_002,레오나르도 다 빈치,최후의 만찬,sensedocent,SenseDocent 감각 전환형,설명 2,2,"지금부터 레오나르도 다 빈치의 1495년경 작품, '최후의 만찬'에 대한 설명을 듣겠습니다. 화면은 가로로 긴 방 안에 긴 식탁이 놓인 구조입니다. 중앙에 예수가 있고 양쪽으로 인물들이 세 명씩 무리를 이루며 반복되어, 좌우 균형이 강하게 느껴집니다. 중앙의 예수를 기준으로 양쪽 인물 무리가 퍼져 나가며, 긴 식탁은 그 움직임을 한 줄로 붙잡습니다. 직선으로 정리된 방과 식탁은 차갑고 단단한 대리석 같은 질서를 만듭니다. 그러나 인물들의 손짓과 몸의 방향은 뜨거운 파문처럼 좌우로 번져, 정적인 공간 안에 갑작스러운 웅성거림과 긴장을 채웁니다. 긴 식탁은 단단한 구조감과 물체가 놓인 무게감처럼 느껴지고, 중앙 예수는 체온과 자세의 무게, 가까운 숨결로 이어집니다.",374,67.4,DAVI_002_sensedocent.mp3
S08_caption,EW_08,C,DAVI_002,레오나르도 다 빈치,최후의 만찬,caption,일반 캡션형,설명 3,3,"지금부터 레오나르도 다 빈치의 1495년경 작품, '최후의 만찬'에 대한 설명을 듣겠습니다. 화면에는 긴 식탁, 중앙 예수, 양쪽 제자 무리, 대칭 원근이 주요하게 배치되어 있습니다. 화면은 가로로 긴 방 안에 긴 식탁이 놓인 구조입니다. 중앙에 예수가 있고 양쪽으로 인물들이 세 명씩 무리를 이루며 반복되어, 좌우 균형이 강하게 느껴집니다. 예수는 화면 중앙에 앉아 있고, 제자들은 양쪽으로 세 명씩 무리를 이루어 배치됩니다. 긴 식탁은 화면을 가로로 나눕니다. 긴 식탁은 화면 앞쪽을 가로지르고, 뒤쪽 벽과 천장의 선은 중앙 인물을 향해 모입니다. 인물들의 머리와 손짓은 중앙을 기준으로 좌우로 퍼져, 긴 식탁 위에서 반복되는 리듬을 이룹니다.",362,65.2,DAVI_002_caption.mp3
S09_sensedocent,EW_09,D,DAVI_004,레오나르도 다 빈치,암굴의 성모,sensedocent,SenseDocent 감각 전환형,설명 1,1,"지금부터 레오나르도 다 빈치의 1483년경 작품, '암굴의 성모'에 대한 설명을 듣겠습니다. 화면 중앙에는 네 인물이 낮게 모여 삼각형 구조를 이룹니다. 주변에는 뾰족한 바위 형태가 위아래로 배치되어 인물들을 감싸는 어두운 틀을 만듭니다. 화면 전체를 한꺼번에 상상하기보다 어두운 동굴을 기준점으로 삼고, 삼각형 인물 구도와 바위가 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 바위 동굴은 축축하고 차가운 표면처럼 몸을 둘러싸며, 물방울이 멀리서 떨어지는 듯한 울림을 줍니다. 중앙의 인물들은 그 차가운 공간 안에서 서로의 체온을 모아 작은 난로처럼 따뜻한 보호막을 형성합니다. 어두운 동굴은 차갑고 조용한 정적, 그리고 낮게 깔리는 압박감으로, 삼각형 인물 구도는 피부를 감싸는 촉촉한 공기로 바뀌어 다가옵니다.",402,72.4,DAVI_004_sensedocent.mp3
S09_caption,EW_09,D,DAVI_004,레오나르도 다 빈치,암굴의 성모,caption,일반 캡션형,설명 2,2,"지금부터 레오나르도 다 빈치의 1483년경 작품, '암굴의 성모'에 대한 설명을 듣겠습니다. 화면에는 어두운 동굴, 삼각형 인물 구도, 바위와 물기가 주요하게 배치되어 있습니다. 화면 중앙에는 네 인물이 낮게 모여 삼각형 구조를 이룹니다. 주변에는 뾰족한 바위 형태가 위아래로 배치되어 인물들을 감싸는 어두운 틀을 만듭니다. 화면 전체를 한꺼번에 상상하기보다 어두운 동굴을 기준점으로 삼고, 삼각형 인물 구도와 바위가 붙는 위치를 차례로 더해보면 구도가 또렷해집니다. 인물들은 화면 중앙의 어두운 동굴 안에 모여 있으며, 바위와 식물 형태가 가장자리와 배경을 둘러싸고 있습니다. 어두운 바위와 중앙 인물들의 밝은 형태가 대비되어, 동굴 안쪽에 모인 장면이 강조됩니다.",373,67.2,DAVI_004_caption.mp3
S09_docent,EW_09,D,DAVI_004,레오나르도 다 빈치,암굴의 성모,docent,일반 도슨트형,설명 3,3,"지금부터 레오나르도 다 빈치의 1483년경 작품, '암굴의 성모'에 대한 설명을 듣겠습니다. 이 작품은 어두운 바위 동굴 안에 성모와 아기 예수, 세례 요한과 천사를 배치한 종교화입니다. 다 빈치는 인물들을 삼각형 구도 안에 묶어 안정감을 만들고, 어둠과 부드러운 빛을 통해 신비로운 분위기를 형성했습니다. 배경의 바위와 물, 식물은 단순 장식이 아니라 인물들을 보호하는 깊은 공간처럼 작용합니다. 이 주제로는 비슷한 두 점의 작품이 존재하며, 각각 파리 루브르 박물관과 런던 내셔널 갤러리에 소장되어 두 버전 사이의 미묘한 차이도 함께 비교의 대상이 됩니다. 어두운 암굴과 안정된 삼각 구도는 종교적 장면을 신비롭고 보호받는 공간으로 제시합니다.",362,65.2,DAVI_004_docent.mp3
S10_caption,EW_10,E,KLIM_001,구스타프 클림트,키스,caption,일반 캡션형,설명 1,1,"지금부터 구스타프 클림트의 1907~1908년 작품, '키스'에 대한 설명을 듣겠습니다. 화면에는 금박 배경, 포옹한 두 인물, 사각형과 원형 문양이 주요하게 배치되어 있습니다. 화면 중앙에는 두 사람이 하나의 큰 세로형 덩어리처럼 붙어 있습니다. 망토 안에는 사각형과 원형 무늬가 반복되고, 아래쪽에는 좁은 꽃무늬 바닥이 놓입니다. 처음에는 큰 덩어리인 금박 배경부터 떠올린 뒤, 포옹한 두 인물과 사각형을 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 두 인물은 화면 중앙에서 하나의 세로형 덩어리처럼 붙어 있고, 망토의 사각형과 원형 무늬가 몸의 형태를 대신합니다. 망토의 문양은 인물의 몸을 덮으며, 두 사람의 윤곽을 하나의 장식적 덩어리로 묶어 줍니다.",377,67.9,KLIM_001_caption.mp3
S10_sensedocent,EW_10,E,KLIM_001,구스타프 클림트,키스,sensedocent,SenseDocent 감각 전환형,설명 2,2,"지금부터 구스타프 클림트의 1907~1908년 작품, '키스'에 대한 설명을 듣겠습니다. 화면 중앙에는 두 사람이 하나의 큰 세로형 덩어리처럼 붙어 있습니다. 망토 안에는 사각형과 원형 무늬가 반복되고, 아래쪽에는 좁은 꽃무늬 바닥이 놓입니다. 처음에는 큰 덩어리인 금박 배경부터 떠올린 뒤, 포옹한 두 인물과 사각형을 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 금박은 차갑고 매끄러운 금속판처럼 몸을 감쌉니다. 사각형 무늬는 규칙적인 박자처럼 단단하게 반복되고, 둥근 무늬는 물방울처럼 부드럽게 이어져 두 사람의 포옹을 화려한 오르골 소리 같은 리듬으로 바꿉니다. 차가운 금속성 장식과 두 사람의 따뜻한 접촉이 한 화면 안에서 서로 눌리고 감깁니다.",373,67.2,KLIM_001_sensedocent.mp3
S10_docent,EW_10,E,KLIM_001,구스타프 클림트,키스,docent,일반 도슨트형,설명 3,3,"지금부터 구스타프 클림트의 1907~1908년 작품, '키스'에 대한 설명을 듣겠습니다. 클림트의 황금 양식을 대표하는 작품으로, 인물과 장식이 거의 하나로 결합된 화면이 특징입니다. 실제 인체의 세부보다 금박과 반복 문양이 더 강하게 보이며, 사랑과 포옹의 순간이 장식적인 평면 속에 고정됩니다. 아르누보의 곡선과 장식성, 상징주의적 분위기가 함께 나타나는 작품입니다. 이 작품은 클림트의 '황금 시기'를 대표하며, 비잔틴 모자이크의 시각적 영향이 함께 나타나는 것으로 평가됩니다. 현재 빈 벨베데레 미술관에 소장되어 있습니다. 금빛 장식과 포옹한 인물의 결합은 클림트의 황금시대 양식과 세기말 빈의 장식성을 잘 보여줍니다.",350,63.1,KLIM_001_docent.mp3
S11_docent,EW_11,A,KLIM_003,구스타프 클림트,아델레 블로흐-바우어의 초상 I,docent,일반 도슨트형,설명 1,1,"지금부터 구스타프 클림트의 1907년 작품, '아델레 블로흐-바우어의 초상 I'에 대한 설명을 듣겠습니다. 이 초상화는 클림트의 장식성과 초상화 전통이 결합된 대표작입니다. 인물의 얼굴과 손은 비교적 사실적으로 남아 있지만, 몸과 배경은 금빛 문양 속에 흡수됩니다. 작품을 볼 때는 인물의 개별적 초상과 화려한 장식 표면이 어떻게 긴장 관계를 이루는지를 함께 살펴보는 것이 중요합니다. 모델은 빈의 부유한 후원자 가문의 아델레 블로흐-바우어이며, 이 작품은 흔히 '오스트리아의 모나리자'로 불립니다. 현재 뉴욕 노이에 갤러리에 소장되어 있습니다. 사실적인 얼굴과 장식적 표면이 결합되며, 초상화와 장식미술의 경계가 흐려지는 클림트의 특징이 드러납니다.",364,65.6,KLIM_003_docent.mp3
S11_caption,EW_11,A,KLIM_003,구스타프 클림트,아델레 블로흐-바우어의 초상 I,caption,일반 캡션형,설명 2,2,"지금부터 구스타프 클림트의 1907년 작품, '아델레 블로흐-바우어의 초상 I'에 대한 설명을 듣겠습니다. 화면에는 금빛 문양, 사실적 얼굴과 손, 눈 모양과 나선형 장식이 주요하게 배치되어 있습니다. 얼굴과 손은 화면 중앙 위쪽에 비교적 또렷하게 놓이고, 몸과 배경은 금빛 문양 속에 경계 없이 섞여 있습니다. 작은 눈 모양과 나선형 무늬가 화면 전체에 반복됩니다. 인물의 시선은 살짝 옆을 향하고, 두 손은 가슴 앞에서 가볍게 모입니다. 의자와 옷자락의 경계는 모호하지만 얼굴과 손은 또렷한 명암으로 도드라집니다. 화면 위쪽 모서리에는 네모난 장식 띠가 좁게 놓여 인물의 윗선을 정리합니다.",332,59.8,KLIM_003_caption.mp3
S11_sensedocent,EW_11,A,KLIM_003,구스타프 클림트,아델레 블로흐-바우어의 초상 I,sensedocent,SenseDocent 감각 전환형,설명 3,3,"지금부터 구스타프 클림트의 1907년 작품, '아델레 블로흐-바우어의 초상 I'에 대한 설명을 듣겠습니다. 얼굴과 손은 화면 중앙 위쪽에 비교적 또렷하게 놓이고, 몸과 배경은 금빛 문양 속에 경계 없이 섞여 있습니다. 작은 눈 모양과 나선형 무늬가 화면 전체에 반복됩니다. 차가운 금속 조각과 유리알이 촘촘히 붙은 표면처럼 화면이 빽빽합니다. 얼굴과 손의 부드러운 온기는 그 장식의 밀도 속에서 더 선명해지고, 보석이 서로 부딪히는 듯한 쨍한 감각이 온몸을 감쌉니다. 금빛 문양은 작은 열기와 맥박처럼 번지는 떨림을 떠올리게 하고, 사실적 얼굴과 손은 체온과 자세의 무게, 가까운 숨결을 남깁니다. 빽빽한 금빛 장식은 단단한 보석 가루처럼 밀도를 만들고, 얼굴은 그 속에서 조용히 떠오릅니다.",387,69.7,KLIM_003_sensedocent.mp3
S12_sensedocent,EW_12,B,KLIM_004,구스타프 클림트,생명의 나무,sensedocent,SenseDocent 감각 전환형,설명 1,1,"지금부터 구스타프 클림트의 1905~1909년 작품, '생명의 나무'에 대한 설명을 듣겠습니다. 화면 중앙의 나무 기둥에서 가지들이 좌우로 뻗어 나갑니다. 가지 끝은 둥근 나선형으로 말려 있으며, 배경은 평평한 장식 면으로 채워집니다. 중앙 나무에서 양쪽으로 감겨 나가는 가지를 따라가면, 곡선들이 일정한 박자처럼 화면을 채웁니다. 나선형 가지는 끝없이 감기는 금속 와이어처럼 팽팽한 탄성을 남깁니다. 차가운 금빛 바탕 위에서 곡선들이 반복되며, 손끝이 둥근 미로를 따라 계속 돌고 있는 듯한 어지럽고 매혹적인 리듬을 만듭니다. 중앙 나무는 단단한 지형감과 넓게 퍼지는 공간감처럼 느껴지고, 소용돌이 가지는 천천히 도는 움직임과 반복되는 리듬으로 이어집니다.",368,66.3,KLIM_004_sensedocent.mp3
S12_docent,EW_12,B,KLIM_004,구스타프 클림트,생명의 나무,docent,일반 도슨트형,설명 2,2,"지금부터 구스타프 클림트의 1905~1909년 작품, '생명의 나무'에 대한 설명을 듣겠습니다. 이 작품은 클림트가 브뤼셀의 스토클레 저택을 위한 모자이크 벽화의 밑그림으로 제작한 것으로, 생명과 순환의 이미지를 장식적 형식 안에 표현한 사례입니다. 나무의 가지는 자연의 사실적 묘사라기보다 반복되는 나선과 곡선으로 구성되어 있습니다. 아르누보 특유의 장식적 선이 화면 전체를 지배하며, 생명의 성장과 이어짐을 상징적인 형태로 보여줍니다. 원작 모자이크는 현재 브뤼셀의 스토클레 저택에 남아 있고, 클림트가 직접 그린 밑그림은 빈 응용미술관(MAK)에 소장되어 있습니다. 나선형 가지와 양쪽 인물은 생명, 성장, 반복의 상징을 장식적 평면 구성으로 풀어낸 사례입니다.",373,67.2,KLIM_004_docent.mp3
S12_caption,EW_12,B,KLIM_004,구스타프 클림트,생명의 나무,caption,일반 캡션형,설명 3,3,"지금부터 구스타프 클림트의 1905~1909년 작품, '생명의 나무'에 대한 설명을 듣겠습니다. 화면에는 중앙 나무, 소용돌이 가지, 금빛 평면 배경이 주요하게 배치되어 있습니다. 화면 중앙의 나무 기둥에서 가지들이 좌우로 뻗어 나갑니다. 가지 끝은 둥근 나선형으로 말려 있으며, 배경은 평평한 장식 면으로 채워집니다. 나무줄기는 중앙에서 시작해 양쪽으로 뻗고, 가지 끝은 나선형으로 말립니다. 양옆의 인물과 장식은 나무를 중심으로 배치됩니다. 양쪽 가장자리에는 장식적인 인물과 형태가 놓여 있어, 중앙 나무의 좌우 균형을 잡아줍니다. 나선형 가지는 화면의 빈 공간을 채우고, 중앙 줄기에서 바깥으로 확장되는 흐름을 만듭니다.",350,63.1,KLIM_004_caption.mp3
S13_caption,EW_13,C,RENO_001,피에르 오귀스트 르누아르,물랭 드 라 갈레트의 무도회,caption,일반 캡션형,설명 1,1,"지금부터 피에르 오귀스트 르누아르의 1876년 작품, '물랭 드 라 갈레트의 무도회'에 대한 설명을 듣겠습니다. 화면에는 야외 무도회, 많은 인물, 빛의 얼룩, 춤추는 자세가 주요하게 배치되어 있습니다. 화면에는 여러 인물이 테이블과 춤 공간 주변에 빽빽하게 배치되어 있습니다. 위쪽 나무 그늘 사이로 빛의 점들이 흩어지고, 인물들의 몸은 좌우로 작은 움직임을 만듭니다. 화면 앞쪽 테이블에는 인물 몇 명이 모여 대화를 나누고, 뒤쪽 광장에는 춤추는 쌍들이 작게 흩어집니다. 빛은 둥근 점처럼 옷과 모자 위에 떨어지고, 인물들의 키는 앞쪽이 크고 뒤로 갈수록 작아져 자연스러운 깊이감을 만듭니다.",333,60.0,RENO_001_caption.mp3
S13_docent,EW_13,C,RENO_001,피에르 오귀스트 르누아르,물랭 드 라 갈레트의 무도회,docent,일반 도슨트형,설명 2,2,"지금부터 피에르 오귀스트 르누아르의 1876년 작품, '물랭 드 라 갈레트의 무도회'에 대한 설명을 듣겠습니다. 르누아르의 이 작품은 파리 근교의 대중적 무도회 장면을 그린 인상주의 대표작입니다. 그는 인물 하나하나의 세부보다 햇빛이 사람들 사이에 흩어지는 순간, 대화와 춤이 뒤섞인 분위기를 포착했습니다. 도시 생활의 즐거움과 사람들의 친밀한 움직임이 인상주의의 밝은 색채와 빠른 붓질로 표현됩니다. 이 작품은 1877년 제3회 인상주의 전시에 출품된 르누아르의 대표작으로 평가받으며, 현재 파리 오르세 미술관에 소장되어 있습니다. 야외의 빛, 인물들의 여가, 빠른 붓질은 도시 근교의 현대적 생활을 인상주의적으로 포착합니다.",351,63.2,RENO_001_docent.mp3
S13_sensedocent,EW_13,C,RENO_001,피에르 오귀스트 르누아르,물랭 드 라 갈레트의 무도회,sensedocent,SenseDocent 감각 전환형,설명 3,3,"지금부터 피에르 오귀스트 르누아르의 1876년 작품, '물랭 드 라 갈레트의 무도회'에 대한 설명을 듣겠습니다. 화면에는 여러 인물이 테이블과 춤 공간 주변에 빽빽하게 배치되어 있습니다. 위쪽 나무 그늘 사이로 빛의 점들이 흩어지고, 인물들의 몸은 좌우로 작은 움직임을 만듭니다. 사람들의 말소리와 웃음이 부드러운 파도처럼 겹겹이 쌓이는 느낌입니다. 빛의 얼룩은 따뜻한 손바닥이 어깨에 가볍게 닿는 듯하고, 춤추는 몸들은 천천히 밀고 당기는 리듬으로 공간 전체를 흔듭니다. 야외 무도회는 청각적 리듬과 몸의 움직임을 떠올리게 하고, 많은 인물은 피부를 감싸는 촉촉한 공기를 남깁니다. 사람들의 밀도와 밝은 공기는 야외의 따뜻한 소음처럼 화면 전체에 흩어집니다.",369,66.5,RENO_001_sensedocent.mp3
S14_docent,EW_14,D,RENO_002,피에르 오귀스트 르누아르,뱃놀이 일행의 점심,docent,일반 도슨트형,설명 1,1,"지금부터 피에르 오귀스트 르누아르의 1880~1881년 작품, '뱃놀이 일행의 점심'에 대한 설명을 듣겠습니다. 이 작품은 강가의 식당에서 여가를 즐기는 사람들을 그린 대형 군상화입니다. 르누아르는 친구들과 동료 모델을 한 화면에 배치해 근대 도시인의 휴식과 사교를 보여줍니다. 빛, 음식, 인물의 시선과 자세가 서로 얽히며, 회화는 단순한 초상들의 모음이 아니라 하나의 활기 있는 사회적 장면이 됩니다. 장소는 파리 근교 샤투의 마종 푸르네즈 식당이며, 르누아르의 친구들과 동료 화가, 그리고 미래의 아내 알린 샤리고가 함께 모델로 등장합니다. 현재 워싱턴의 필립스 컬렉션에 소장되어 있습니다. 식탁 주변에 모인 인물들은 르누아르가 즐겨 다룬 사교적 분위기와 빛나는 야외 장면의 결합을 보여줍니다.",391,70.5,RENO_002_docent.mp3
S14_sensedocent,EW_14,D,RENO_002,피에르 오귀스트 르누아르,뱃놀이 일행의 점심,sensedocent,SenseDocent 감각 전환형,설명 2,2,"지금부터 피에르 오귀스트 르누아르의 1880~1881년 작품, '뱃놀이 일행의 점심'에 대한 설명을 듣겠습니다. 화면 아래쪽과 중앙에는 식탁이 놓이고, 주변에 여러 인물이 모여 있습니다. 오른쪽과 뒤쪽에는 강가의 밝은 배경이 열려 있어 실내와 야외가 함께 보입니다. 식탁 주변에 모인 사람들의 밀도를 먼저 느끼면, 뒤쪽 강가의 열린 공기가 그 사이를 가볍게 통과합니다. 식탁 위의 흰 천은 햇볕에 마른 면직물처럼 보송하고 따뜻합니다. 인물들의 가까운 배치는 서로의 체온과 목소리가 섞이는 친밀감을 만들고, 강가의 공기는 그 사이에 가볍고 시원한 숨을 넣어 줍니다. 가까이 모인 인물들은 따뜻한 대화의 밀도를 만들고, 식탁의 천과 강가의 공기는 부드럽게 열리는 여유를 더합니다.",378,68.1,RENO_002_sensedocent.mp3
S14_caption,EW_14,D,RENO_002,피에르 오귀스트 르누아르,뱃놀이 일행의 점심,caption,일반 캡션형,설명 3,3,"지금부터 피에르 오귀스트 르누아르의 1880~1881년 작품, '뱃놀이 일행의 점심'에 대한 설명을 듣겠습니다. 화면에는 테라스의 인물들, 식탁, 강가의 빛, 흰 천이 주요하게 배치되어 있습니다. 화면 아래쪽과 중앙에는 식탁이 놓이고, 주변에 여러 인물이 모여 있습니다. 오른쪽과 뒤쪽에는 강가의 밝은 배경이 열려 있어 실내와 야외가 함께 보입니다. 긴 식탁은 화면 앞쪽에서 대각선으로 놓이고, 사람들은 식탁 주변에 촘촘히 모여 있습니다. 강과 난간은 뒤쪽 배경을 이룹니다. 난간과 식탁의 선은 서로 다른 방향으로 놓여, 사람들의 밀도와 열린 강가 배경을 함께 보여줍니다. 식탁과 난간은 서로 다른 방향의 선을 만들며, 모여 있는 인물들과 열린 배경을 구분합니다.",371,66.8,RENO_002_caption.mp3
S15_sensedocent,EW_15,E,RENO_005,피에르 오귀스트 르누아르,그네,sensedocent,SenseDocent 감각 전환형,설명 1,1,"지금부터 피에르 오귀스트 르누아르의 1876년 작품, '그네'에 대한 설명을 듣겠습니다. 중앙에는 그네를 탄 여성이 놓이고, 주변에는 사람들과 나무가 배치되어 있습니다. 빛과 그림자가 작은 얼룩처럼 화면 전체에 흩어져 있습니다. 그네의 움직임은 몸이 앞뒤로 가볍게 흔들릴 때의 부드러운 부유감을 줍니다. 나무 그늘의 빛은 피부에 닿았다 사라지는 따뜻한 점들처럼 깜박이고, 주변 사람들의 존재가 안정된 생활의 소음을 더합니다. 그네를 탄 여성은 체온과 자세의 무게, 가까운 숨결을 떠올리게 하고, 주변 인물은 피부를 감싸는 촉촉한 공기를 남깁니다. 그네의 움직임은 공중에서 가볍게 흔들리는 천처럼, 정원의 장식은 부드러운 바람처럼 느껴집니다.",358,64.5,RENO_005_sensedocent.mp3
S15_caption,EW_15,E,RENO_005,피에르 오귀스트 르누아르,그네,caption,일반 캡션형,설명 2,2,"지금부터 피에르 오귀스트 르누아르의 1876년 작품, '그네'에 대한 설명을 듣겠습니다. 화면에는 그네를 탄 여성, 주변 인물, 나무 그늘의 빛이 주요하게 배치되어 있습니다. 중앙에는 그네를 탄 여성이 놓이고, 주변에는 사람들과 나무가 배치되어 있습니다. 빛과 그림자가 작은 얼룩처럼 화면 전체에 흩어져 있습니다. 화면 위쪽 나뭇잎 사이로 빛이 둥글게 점점이 떨어지고, 그네 위 여성의 흰 드레스에는 밝은 빛 얼룩이 어깨와 치마에 자리합니다. 옆에 선 남성과 어린아이는 그네를 올려다보며 시선의 방향을 통일합니다. 여인은 화면 왼쪽에 매달린 그네 위에 놓이고, 오른쪽과 아래쪽에는 이를 바라보는 인물과 정원 장식이 배치됩니다.",350,63.1,RENO_005_caption.mp3
S15_docent,EW_15,E,RENO_005,피에르 오귀스트 르누아르,그네,docent,일반 도슨트형,설명 3,3,"지금부터 피에르 오귀스트 르누아르의 1876년 작품, '그네'에 대한 설명을 듣겠습니다. 이 작품은 정원에서 그네를 타는 여인과 주변 인물들을 포착한 인상주의 풍속화입니다. 르누아르는 빛이 나뭇잎 사이로 흩어지는 효과와 인물들의 자연스러운 자세에 주목했습니다. 장면은 큰 사건보다 짧은 대화와 움직임이 머무는 순간을 보여주며, 일상적 여가가 회화의 중요한 주제가 될 수 있음을 드러냅니다. 이 작품은 1877년 제3회 인상주의 전시에 '물랭 드 라 갈레트의 무도회'와 함께 출품되었으며, 현재 파리 오르세 미술관에 소장되어 있습니다. 그네를 탄 여인과 주변 인물은 로코코적 유희와 장식성을 보여주며, 프라고나르 특유의 경쾌한 장면 구성이 드러납니다.",363,65.4,RENO_005_docent.mp3
S16_caption,EW_16,A,CEZA_001,폴 세잔,사과 바구니,caption,일반 캡션형,설명 1,1,"지금부터 폴 세잔의 1893년경 작품, '사과 바구니'에 대한 설명을 듣겠습니다. 화면에는 기울어진 식탁, 사과, 바구니, 흰 천이 주요하게 배치되어 있습니다. 화면에는 식탁 위에 사과와 바구니, 접시와 천이 배치되어 있습니다. 물건들은 완벽한 원근보다 약간씩 어긋난 각도로 놓여 안정과 불안정이 함께 보입니다. 처음에는 큰 덩어리인 기울어진 식탁부터 떠올린 뒤, 사과와 바구니를 하나씩 더하면 화면의 방향과 무게가 자연스럽게 정리됩니다. 탁자 위에는 사과와 병, 바구니가 놓여 있고, 천과 판자의 기울어진 선들이 화면을 여러 방향으로 나눕니다. 사과와 천, 바구니는 서로 겹치며 놓여 있어, 탁자 위에서 여러 방향의 선과 덩어리가 만납니다.",359,64.7,CEZA_001_caption.mp3
